gene	G14-1	G14-2	G14-3	448T-1	448T-2	448T-3	G179-1	G179-2	G179-3	559T-1	559T-2	559T-3
AGO4	134	186	267	234	400	504	533	572	617	392	265	217
AGPAT1	576	821	951	915	904	1028	2132	2303	2571	1266	894	934
AGPAT2	187	270	330	38	44	54	402	412	459	180	131	150
AGPAT3	704	984	1370	972	1191	1352	2715	3359	3735	1754	1265	1304
AGPAT4	221	393	634	461	637	703	1102	1250	1721	873	593	559
AGPAT4-IT1	20	30	57	26	34	46	51	84	116	61	45	38
AGPAT5	656	908	1073	821	750	745	4240	3668	3645	1720	991	930
AGPAT6	426	620	725	526	574	648	2240	2255	2418	1247	800	738
AGPAT9	932	1241	1195	2	3	9	1523	1217	763	117	55	136
AGPS	1020	1692	1842	553	579	553	2769	2399	2305	538	361	383
AGR2	0	1	1	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	4241	7093	9585	5297	6432	8201	6096	8371	13118	7926	6036	6142
AGRP	0	1	0	4	1	2	0	2	2	2	0	2
AGT	36	31	63	9200	9598	7926	146	497	983	898	623	337
AGTPBP1	220	298	367	355	447	455	869	769	591	187	130	139
AGTR1	0	4	6	0	0	0	8	9	10	2	2	7
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	116	138	187	121	218	256	389	436	601	223	164	129
AGXT	0	0	0	0	0	1	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	276	401	396	590	476	542	1190	1026	936	451	264	300
AHCTF1P1	1	3	2	3	4	3	29	20	25	5	5	3
AHCY	1238	1764	1656	1497	1281	1265	2927	2520	2363	1070	696	755
AHCYL1	1106	1632	1935	1888	2139	2248	4657	4658	5087	2117	1497	1514
AHCYL2	236	401	464	600	793	780	642	784	1025	1171	897	635
AHDC1	157	177	315	719	953	1132	872	984	1153	591	552	609
AHI1	285	499	378	419	438	373	670	792	875	342	267	240
AHNAK	5667	9573	11676	1071	2427	3590	22073	22310	24127	5525	4691	6961
AHNAK2	725	1267	1967	201	702	973	3003	2789	2788	2668	1410	2682
AHR	255	428	522	7	11	15	2896	4471	5353	840	890	1216
AHRR	88	111	74	11	12	10	309	324	328	347	238	278
AHSA1	577	807	784	354	347	360	1532	1468	1458	498	365	366
AHSA2	167	237	391	200	267	310	887	1091	1762	697	458	403
AHSG	0	0	0	0	0	2	1	1	0	1	1	1
AHSP	0	0	0	0	0	0	0	0	0	0	0	0
AICDA	6	9	12	10	20	20	22	19	19	22	7	12
AIDA	255	375	378	548	609	639	2729	2248	1955	800	626	591
AIF1	0	0	0	0	0	0	0	0	0	1	0	0
AIF1L	32	35	44	3627	3736	3858	934	1155	1063	1846	1208	1019
AIFM1	409	579	603	539	544	537	1320	1119	1110	383	294	321
AIFM2	59	76	96	235	288	278	333	359	309	62	46	60
AIFM3	0	0	2	2	1	0	5	7	11	5	3	8
AIG1	314	594	584	263	278	246	587	693	796	312	265	231
AIM1	586	739	936	37	40	77	4811	3636	2542	273	232	383
AIM1L	2	4	3	0	0	0	3	4	4	0	1	0
AIM2	0	0	0	2	1	1	1	5	1	5	0	0
AIMP1	308	417	467	362	313	359	1118	1084	1101	330	203	259
AIMP2	193	269	268	211	164	189	477	464	418	149	115	120
AIP	119	154	210	206	220	245	432	522	614	251	205	196
AIPL1	9	12	13	15	15	21	19	28	21	21	15	9
AIRE	1	1	1	5	6	4	3	6	5	4	2	2
AIRN	0	1	1	0	1	0	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0	0	0	2	1	0	0
AJUBA	217	359	434	304	713	995	1041	973	845	654	523	725
AK1	279	383	382	332	593	785	610	518	629	427	333	325
AK2	744	1104	1129	1001	1085	1133	2010	2063	2343	998	632	615
AK3	772	1181	1307	930	1031	1260	1180	1264	1371	945	654	608
AK4	66	127	199	142	86	64	1771	2147	2051	204	139	83
AK5	100	145	115	1	0	4	162	155	127	5	1	1
AK6	66	132	96	89	93	95	365	346	245	140	93	114
AK7	2	0	1	9	20	44	49	85	118	7	1	1
AK8	4	6	6	14	17	35	25	35	85	16	7	11
AK9	40	52	57	54	56	62	98	98	81	75	40	38
AKAP1	407	648	632	320	276	259	935	901	906	335	257	264
AKAP10	228	319	356	210	286	298	814	910	887	444	285	263
AKAP11	505	703	890	1363	1554	1751	2287	2690	3076	1970	1390	1220
AKAP12	2223	3027	2857	1065	1019	1314	7353	7379	8712	1312	856	1247
AKAP13	706	1031	1267	626	784	846	2334	2578	2860	1511	1084	971
AKAP14	0	0	0	0	3	7	0	0	2	0	0	1
AKAP2	28	55	44	0	0	2	5	1	5	3	0	0
AKAP3	0	2	3	4	22	12	77	92	114	16	17	6
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	67	83	100	113	105	100	489	529	529	164	89	86
AKAP6	92	133	254	378	520	598	2098	2219	2516	572	422	309
AKAP7	53	70	39	57	66	89	166	136	106	72	47	45
AKAP8	189	265	307	419	441	472	699	671	781	420	288	319
AKAP8L	295	408	554	546	793	951	1093	1268	1562	1114	867	722
AKAP9	1433	2372	2812	744	1006	1108	4900	5787	6094	1292	975	1023
AKIP1	148	218	237	162	165	187	470	442	396	200	137	184
AKIRIN1	481	772	871	1030	1115	1125	1560	1508	1496	1147	770	735
AKIRIN2	371	467	601	630	703	789	3767	4172	4506	917	625	680
AKNA	125	170	193	296	340	334	625	652	759	144	87	117
AKNAD1	2	3	4	2	6	8	27	29	31	55	42	19
AKR1A1	242	366	500	399	413	412	811	722	762	405	309	311
AKR1B1	1833	2474	2687	2086	2326	2672	4831	4107	3656	1281	809	962
AKR1B10	11	17	27	8	3	11	169	290	445	7	4	8
AKR1B15	1	1	0	1	0	0	0	0	2	0	0	1
AKR1C1	0	0	0	0	0	1	0	0	1	0	0	0
AKR1C2	0	0	0	0	0	0	0	1	0	0	0	0
AKR1C3	0	0	0	0	0	0	1	3	7	1	1	1
AKR1C4	0	0	0	0	0	0	0	0	0	0	0	0
AKR1C6P	1	1	2	0	3	2	1	2	2	3	3	1
AKR1CL1	0	0	0	0	0	0	0	1	0	0	0	0
AKR1D1	4	10	10	13	13	12	19	12	12	16	12	4
AKR1E2	0	0	0	0	1	0	0	0	0	0	0	0
AKR7A2	241	359	379	420	479	579	717	767	876	364	282	308
AKR7A2P1	3	11	4	2	4	2	7	12	7	5	2	4
AKR7A3	2	4	3	8	7	12	12	10	20	6	4	5
AKR7L	2	5	2	6	16	11	12	18	20	10	7	3
AKT1	1728	2246	2564	1293	1465	1635	3984	3816	4081	2022	1337	1596
AKT1S1	317	487	599	653	726	815	673	743	780	546	421	467
AKT2	790	1218	1466	2252	1981	2145	1414	1686	1937	1386	937	989
AKT3	529	882	1004	646	685	670	1758	1924	2181	662	425	430
AKTIP	170	243	248	199	231	273	568	519	575	129	90	66
ALAD	297	478	533	277	425	462	746	934	1115	488	360	329
ALAS1	464	692	760	608	522	611	1213	1241	1217	453	355	435
ALAS2	0	0	0	1	0	1	0	0	0	0	0	1
ALB	0	0	0	2	1	3	5	11	10	5	1	2
ALCAM	798	1350	1665	895	983	1100	3084	2828	3104	1635	1203	1240
ALDH16A1	184	265	227	307	250	305	235	213	238	286	182	197
ALDH18A1	614	928	945	1178	1019	1063	1565	1411	1596	450	320	388
ALDH1A1	2	2	1	0	0	0	911	1488	1499	3	3	14
ALDH1A2	0	1	2	0	0	1	0	1	3	1	1	2
ALDH1A3	769	1510	1463	17	7	3	1459	1531	1794	1	1	2
ALDH1B1	468	671	681	331	273	250	819	693	612	266	169	173
ALDH1L1	0	0	0	86	60	52	1	0	0	73	36	22
ALDH1L1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L1-AS2	0	0	0	2	1	3	0	0	0	3	0	2
ALDH1L2	168	291	398	70	75	69	880	853	746	77	74	72
ALDH2	296	492	600	218	353	397	378	498	584	441	284	296
ALDH3A1	2	1	7	7	49	71	6	12	17	6	6	4
ALDH3A2	628	842	1127	1073	1950	2151	1770	1902	2370	779	582	562
ALDH3B1	244	478	808	207	284	419	885	1147	1394	286	219	247
ALDH3B2	0	0	2	2	2	3	1	3	1	0	0	0
ALDH4A1	214	305	338	180	328	287	395	397	531	239	122	131
ALDH5A1	122	173	281	461	467	573	485	710	741	704	467	307
ALDH6A1	302	518	538	591	678	760	1138	1286	1641	868	584	452
ALDH7A1	572	844	795	805	1038	1057	1668	1901	1893	893	702	608
ALDH8A1	3	4	6	15	18	21	14	24	39	29	12	24
ALDH9A1	255	298	382	795	837	985	1166	1048	1082	713	456	403
ALDOA	6447	9399	9768	7196	6535	7267	21156	23658	22373	3790	2379	3308
ALDOB	0	0	0	6	4	7	3	1	7	3	0	1
ALDOC	20	24	21	281	359	309	342	862	1143	596	719	479
ALG1	139	187	201	152	126	141	106	77	95	195	157	139
ALG10	44	52	62	42	32	40	114	79	85	42	31	34
ALG10B	159	232	241	245	266	256	475	469	453	259	166	183
ALG11	41	65	74	47	35	49	173	196	223	101	78	64
ALG12	86	114	209	193	192	197	501	580	684	263	180	210
ALG13	190	281	360	262	308	359	774	794	707	327	218	241
ALG14	33	40	57	69	53	63	174	152	154	84	62	49
ALG1L	2	1	5	2	8	7	11	5	10	4	3	2
ALG1L2	4	4	2	9	5	3	15	18	12	4	7	8
ALG1L9P	10	10	19	25	32	25	41	43	45	41	28	23
ALG2	191	321	351	266	263	323	818	929	1069	264	184	223
ALG3	264	423	367	255	197	209	519	529	507	148	110	123
ALG5	63	108	108	95	101	98	251	217	242	175	121	126
ALG6	72	122	134	131	145	145	369	379	411	118	82	74
ALG8	250	379	355	194	165	196	512	486	480	300	246	193
ALG9	235	329	321	218	252	231	728	670	665	389	282	279
ALK	17	16	13	164	254	294	8	9	25	278	188	276
ALKBH1	59	93	86	49	59	42	210	188	207	95	47	79
ALKBH2	99	125	108	96	104	99	277	217	249	119	78	90
ALKBH3	72	103	99	62	69	81	310	239	226	84	63	68
ALKBH3-AS1	0	2	3	0	1	1	5	3	5	4	4	1
ALKBH4	93	125	155	124	177	180	323	289	343	210	168	165
ALKBH5	968	1376	1494	620	717	924	2539	2859	2884	1081	804	790
ALKBH6	42	77	76	117	133	142	112	129	135	52	44	46
ALKBH7	120	163	184	326	344	396	225	282	343	176	111	142
ALKBH8	125	173	159	109	115	110	386	389	378	103	75	102
ALLC	0	0	0	0	0	2	0	1	0	0	0	0
ALMS1	419	693	638	685	656	674	1260	1094	902	549	353	303
ALMS1-IT1	4	6	2	2	4	3	7	10	14	1	1	3
ALMS1P	2	0	3	1	4	1	6	5	4	4	0	3
ALOX12	2	7	16	2	7	6	22	31	49	13	9	8
ALOX12B	2	2	1	0	1	0	2	8	4	1	0	0
ALOX12P2	6	11	16	7	10	18	27	26	39	15	8	12
ALOX15	0	0	1	1	4	4	5	1	3	0	1	0
ALOX15B	0	0	0	0	0	0	1	0	0	0	0	0
ALOX15P1	0	0	0	0	1	0	0	0	0	1	0	3
ALOX5	0	0	0	0	2	0	2	2	5	0	0	0
ALOX5AP	0	0	0	0	0	0	0	0	0	0	0	0
ALOXE3	0	7	7	0	0	1	0	0	0	4	0	0
ALPI	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	97	144	216	5	2	9	348	399	629	11	29	33
ALPK2	1318	2276	2357	18	56	90	7375	8536	10599	403	637	1084
ALPK3	3	5	8	15	16	31	58	34	30	12	13	22
ALPL	3	2	1	7	9	8	21	6	5	63	60	36
ALPP	4	5	8	3	6	9	6	2	6	5	7	4
ALPPL2	0	0	0	0	0	0	0	0	0	0	0	0
ALS2	464	693	813	626	855	869	1679	1745	1763	921	719	831
ALS2CL	31	66	89	1	5	3	14	14	21	8	4	4
ALS2CR11	1	1	7	5	7	7	4	9	8	5	6	5
ALS2CR12	1	9	2	10	20	16	13	13	11	11	13	9
ALX1	0	0	0	0	0	0	0	0	0	0	0	0
ALX3	13	14	18	19	37	44	31	47	53	28	17	10
ALX4	2	1	0	2	2	4	1	2	2	3	4	13
ALYREF	961	1231	1066	544	415	428	2411	1777	1396	590	352	425
AMACR	17	27	23	3	9	9	63	58	79	17	17	15
AMBN	0	0	0	0	0	0	0	0	0	2	3	0
AMBP	0	0	0	1	0	0	20	17	21	1	2	6
AMBRA1	297	394	518	289	307	352	878	1006	1199	506	370	383
AMD1	798	1209	927	617	529	510	2123	1350	1034	674	537	647
AMDHD1	1	7	3	7	5	7	32	37	45	3	0	2
AMDHD2	43	55	72	71	70	91	231	241	314	128	98	80
AMELX	0	0	0	0	1	0	0	0	1	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0
AMER1	100	146	135	143	163	202	250	224	251	102	75	66
AMER2	0	4	2	302	332	257	8	7	4	351	167	82
AMER3	2	5	9	6	7	12	14	5	16	13	6	14
AMFR	839	1269	1560	1165	1310	1464	3151	3413	3712	705	513	487
AMH	95	93	115	165	125	163	10	10	21	115	65	58
AMHR2	2	0	1	0	0	0	0	1	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0	0	0	0	0
AMIGO1	35	62	92	39	56	64	75	89	132	118	91	66
AMIGO2	395	647	693	9	16	35	152	134	132	16	15	36
AMIGO3	105	152	143	152	152	180	220	239	231	152	102	129
AMMECR1	342	420	440	226	215	223	1196	829	617	210	137	168
AMMECR1L	253	361	449	309	325	340	724	736	812	395	302	312
AMN	0	2	3	1	1	1	10	11	11	0	0	2
AMN1	44	102	97	60	55	67	105	118	129	118	75	83
AMOT	555	990	1019	420	725	664	1677	1829	1631	518	425	518
AMOTL1	1327	1849	2205	1488	1221	1410	3754	3202	2369	1517	1039	1445
AMOTL2	756	1316	1237	533	1202	1470	2477	3859	2076	1392	1421	1414
AMPD1	0	0	0	0	0	0	0	0	0	0	0	0
AMPD2	481	731	873	821	987	1000	1460	1661	2187	834	589	720
AMPD3	37	35	67	141	70	77	221	221	239	132	67	158
AMPH	140	250	259	63	57	57	42	30	27	112	97	101
AMT	27	27	57	49	106	131	128	153	254	57	39	32
AMTN	0	0	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	1	1	0	0	0	0
AMY2B	9	16	41	49	78	83	33	50	77	30	22	21
AMZ1	1	4	7	20	49	51	16	11	9	39	29	16
AMZ2	417	612	690	379	419	449	2065	1807	1837	578	380	366
AMZ2P1	27	36	43	69	99	82	209	258	410	153	97	93
ANAPC1	541	680	745	533	522	550	1467	1314	1270	511	370	403
ANAPC10	63	87	82	27	41	43	159	180	187	62	36	51
ANAPC11	413	698	753	426	427	469	1014	984	983	518	355	363
ANAPC13	103	154	179	343	372	357	1108	1126	1285	494	387	435
ANAPC15	40	55	75	49	49	48	137	131	127	73	40	43
ANAPC16	158	250	333	563	669	696	1423	1485	1630	368	250	259
ANAPC1P1	1	2	1	1	2	2	1	6	2	3	0	0
ANAPC2	245	396	422	470	558	711	840	949	1336	463	347	291
ANAPC4	179	244	233	143	201	172	691	623	578	273	195	174
ANAPC5	692	925	993	789	799	865	2206	2089	2127	925	690	642
ANAPC7	478	720	684	488	457	533	1504	1156	996	629	432	467
ANG	0	4	8	3	5	4	2	5	3	10	6	5
ANGEL1	156	233	337	206	288	306	614	746	1106	498	361	331
ANGEL2	201	272	266	450	555	630	858	818	835	481	303	333
ANGPT1	48	63	49	106	122	222	1232	1778	2429	93	55	61
ANGPT2	9	12	21	36	42	50	46	45	59	17	21	10
ANGPT4	0	0	0	0	1	0	2	0	0	0	0	0
ANGPTL1	0	1	4	4	1	1	78	69	57	139	115	112
ANGPTL2	38	56	62	333	416	467	469	509	526	475	471	340
ANGPTL3	1	1	0	0	0	0	2	1	2	0	3	2
ANGPTL4	9	13	8	3	7	6	3	15	24	7	4	17
ANGPTL5	0	0	1	0	0	0	4	2	5	0	0	0
ANGPTL6	0	3	0	5	6	5	7	8	5	5	2	2
ANGPTL7	0	0	0	0	0	0	0	1	5	3	11	15
ANHX	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	933	1402	1610	39	29	30	296	322	241	34	20	47
ANK2	488	705	1134	752	981	996	2658	3232	4550	2963	2185	1730
ANK3	491	604	808	61	81	98	1438	1194	1140	172	162	279
ANKAR	6	8	13	8	8	14	9	16	20	16	9	11
ANKDD1A	7	18	23	36	92	82	67	75	118	113	85	63
ANKDD1B	2	1	3	3	12	13	10	28	28	15	3	5
ANKEF1	64	59	67	36	41	48	252	195	168	53	26	45
ANKFN1	0	0	0	52	40	43	0	0	2	110	78	48
ANKFY1	1121	1615	1839	842	1070	1176	3052	3277	3974	2360	1695	1544
ANKH	75	115	126	704	710	810	286	372	372	107	122	177
ANKHD1	22	28	37	49	51	71	101	98	110	63	43	33
ANKHD1-EIF4EBP3	7	14	10	6	4	7	27	33	28	13	13	10
ANKIB1	888	1329	1450	997	1297	1394	3863	3982	4936	1974	1399	1309
ANKK1	17	60	121	18	11	5	7	4	2	8	5	5
ANKLE1	91	104	78	40	28	26	59	52	55	26	22	16
ANKLE2	665	952	1044	635	615	765	1994	1963	1925	775	517	561
ANKMY1	63	73	101	119	138	162	162	178	241	86	60	52
ANKMY2	217	300	427	233	338	350	1203	1190	1296	357	288	286
ANKRA2	75	136	173	76	118	146	249	386	393	140	103	115
ANKRD1	10	33	23	0	1	0	5	1	3	1	1	3
ANKRD10	258	376	459	605	915	937	1165	1296	1665	1333	917	766
ANKRD11	1529	2223	2468	1788	1879	2091	4986	5188	5621	2164	1519	1669
ANKRD12	245	365	405	407	657	667	1385	1643	1672	704	532	495
ANKRD13A	794	1293	1477	237	329	335	1777	1468	1557	439	335	363
ANKRD13B	222	293	360	264	287	322	449	402	487	353	235	246
ANKRD13C	237	338	310	390	468	451	734	722	765	513	347	299
ANKRD13D	153	237	268	185	280	327	370	362	496	338	205	192
ANKRD16	47	50	70	78	97	106	67	51	95	71	48	46
ANKRD17	1503	2092	2398	1463	1606	1617	3908	4249	4203	2422	1721	1712
ANKRD18A	0	0	0	2	2	2	19	15	14	0	0	0
ANKRD18B	0	2	2	2	1	3	7	7	11	2	1	2
ANKRD18DP	0	2	1	3	0	1	2	2	1	2	1	0
ANKRD19P	2	6	0	16	44	35	12	3	13	37	24	19
ANKRD2	0	0	0	0	2	2	1	0	3	0	1	0
ANKRD20A1	0	0	0	0	0	0	0	0	1	0	0	0
ANKRD20A11P	0	0	1	3	1	2	3	6	5	1	0	0
ANKRD20A12P	65	98	136	20	15	14	53	51	64	202	130	132
ANKRD20A19P	0	0	0	2	1	4	1	3	5	2	2	5
ANKRD20A2	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD20A4	2	4	4	8	10	14	1	2	0	0	0	0
ANKRD20A5P	0	0	2	3	2	4	6	7	9	3	2	4
ANKRD20A8P	30	31	41	163	136	113	51	47	72	6	1	2
ANKRD20A9P	228	364	427	444	511	528	831	790	809	445	307	326
ANKRD22	0	3	0	5	2	8	4	1	0	3	4	3
ANKRD23	25	51	58	40	59	56	67	70	110	44	41	37
ANKRD24	1	6	12	11	33	37	28	60	118	25	24	18
ANKRD26	125	177	204	229	269	248	450	514	492	145	98	86
ANKRD26P1	0	0	0	1	1	0	1	0	2	1	0	0
ANKRD26P3	2	3	4	0	0	0	0	0	0	0	0	0
ANKRD27	236	353	406	240	331	366	604	674	623	184	125	165
ANKRD28	718	1128	1179	441	382	528	2508	2091	1976	473	382	397
ANKRD29	5	30	35	0	0	0	41	41	29	3	3	5
ANKRD30A	0	0	0	0	0	0	0	1	0	0	0	0
ANKRD30B	0	0	1	1	3	1	2	3	4	1	0	3
ANKRD30BL	8	17	22	7	13	8	16	12	20	20	7	17
ANKRD30BP2	5	11	12	10	14	11	48	42	26	25	20	20
ANKRD30BP3	0	0	0	0	1	0	0	0	0	0	0	0
ANKRD31	1	0	3	7	10	4	8	3	8	5	1	2
ANKRD32	136	177	182	118	105	116	359	269	205	164	95	92
ANKRD33	0	0	0	0	3	5	2	16	41	2	1	1
ANKRD33B	123	281	284	31	101	109	306	231	241	23	20	40
ANKRD34A	14	25	27	27	39	31	87	80	106	30	28	36
ANKRD34B	93	100	202	3	22	44	17	23	48	0	1	0
ANKRD34C	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD35	2	0	1	2	1	2	16	16	25	14	9	13
ANKRD36	57	87	120	141	181	191	211	201	158	174	143	106
ANKRD36B	52	58	66	151	186	230	252	245	223	125	126	97
ANKRD36BP1	129	164	173	224	253	280	273	254	235	174	125	117
ANKRD36BP2	0	1	0	0	2	1	17	17	10	1	1	0
ANKRD37	14	18	13	9	5	7	20	26	39	10	3	2
ANKRD39	68	79	83	70	66	48	126	112	92	69	45	40
ANKRD40	874	1347	1345	546	611	690	3558	3412	3519	1452	917	881
ANKRD42	28	46	55	30	30	39	76	97	109	83	46	42
ANKRD44	111	197	215	103	104	110	236	215	215	77	68	79
ANKRD44-IT1	2	3	1	2	3	2	1	3	1	1	2	1
ANKRD45	33	47	42	84	176	184	61	52	54	71	43	27
ANKRD46	53	70	84	50	59	90	217	227	281	119	71	82
ANKRD49	44	64	77	48	69	73	186	170	223	50	35	59
ANKRD50	936	1431	1591	451	520	546	2415	2704	3087	680	602	656
ANKRD52	1926	2829	3226	1876	1862	1863	3393	3302	3496	2573	1686	1820
ANKRD53	4	11	14	7	18	21	15	8	13	8	5	9
ANKRD54	128	154	142	235	238	313	512	525	540	234	175	170
ANKRD55	0	0	0	4	7	4	1	6	3	11	4	3
ANKRD6	120	182	240	25	65	101	837	928	1238	241	231	188
ANKRD61	13	14	19	11	13	18	40	34	37	33	19	18
ANKRD62	5	3	8	13	14	18	14	12	16	7	14	6
ANKRD62P1-PARP4P3	1	0	1	0	0	1	0	2	2	1	1	1
ANKRD63	0	0	0	0	2	4	9	7	7	21	7	18
ANKRD65	3	10	9	39	93	154	24	34	22	17	7	12
ANKRD7	2	2	2	1	1	4	1	1	2	7	6	5
ANKRD9	140	211	233	104	82	89	227	198	257	162	121	130
ANKS1A	265	382	436	191	318	375	1057	1083	1386	439	271	277
ANKS1B	224	329	321	148	112	162	325	354	508	21	22	28
ANKS3	88	128	166	93	136	168	330	321	463	196	154	123
ANKS4B	2	5	8	4	20	13	13	14	16	14	12	10
ANKS6	247	394	450	338	472	434	535	617	611	565	384	376
ANKUB1	1	4	0	37	85	112	3	4	4	6	2	0
ANKZF1	89	111	181	213	480	552	370	438	720	262	221	210
ANLN	2319	3171	2437	1041	635	671	6657	4487	2544	1159	705	834
ANO1	36	53	52	0	0	0	77	87	34	2	4	7
ANO10	204	322	386	213	304	302	725	764	734	241	154	195
ANO1-AS2	0	1	1	0	0	0	2	1	0	0	0	0
ANO2	0	0	2	0	0	0	7	10	18	0	0	0
ANO3	0	0	0	0	0	3	6	1	1	0	1	3
ANO4	6	12	27	0	1	2	66	51	45	88	130	287
ANO5	36	75	85	36	20	38	158	160	203	127	75	55
ANO6	618	973	1104	873	1205	1335	1572	1817	2366	1427	938	881
ANO7	14	32	22	14	4	12	21	10	11	1	2	3
ANO8	204	307	359	513	756	855	361	456	525	467	353	294
ANO9	0	0	0	0	3	0	1	2	6	2	1	0
ANP32A	408	601	591	877	878	896	2012	1814	1525	1724	1095	1186
ANP32A-IT1	15	13	34	33	35	45	41	47	37	60	40	36
ANP32AP1	0	0	0	0	0	0	0	2	0	0	1	1
ANP32B	1085	1550	1466	1460	1299	1333	4603	3901	2852	881	594	569
ANP32C	0	0	0	0	0	0	0	0	0	0	0	0
ANP32D	0	0	0	0	0	0	0	0	0	0	0	0
ANP32E	843	1125	1037	1294	1101	1038	3483	2506	1778	1275	796	728
ANPEP	246	271	265	4	21	39	41	38	36	59	39	170
ANTXR1	495	664	923	984	1374	1564	3502	4176	5009	2035	1774	1872
ANTXR2	609	899	1014	143	151	172	884	817	720	757	558	682
ANTXRLP1	1	0	1	5	3	4	6	6	4	2	2	2
ANXA1	4038	6439	6125	1860	2767	3129	14696	12385	12230	2722	2037	2960
ANXA10	0	0	0	0	0	0	1	1	0	0	0	0
ANXA11	244	397	408	365	347	380	1817	1878	1931	154	123	225
ANXA13	0	2	2	0	0	0	1	4	5	0	0	0
ANXA2	7440	12916	14323	1676	2607	3323	19370	18194	16606	3265	2287	3916
ANXA2P1	1	9	7	0	1	1	10	5	8	3	2	5
ANXA2P2	3	2	1	7	4	5	7	3	5	6	2	1
ANXA2P3	1	0	0	1	0	0	0	1	0	0	0	0
ANXA2R	8	10	15	14	6	5	60	69	118	30	22	9
ANXA3	6	10	9	0	0	0	112	103	72	1	0	0
ANXA4	234	369	390	56	95	103	700	686	699	184	140	162
ANXA5	4097	6488	6745	1124	1631	1925	9094	9184	8612	3510	2413	2717
ANXA6	295	484	591	782	839	791	1736	2098	2243	1331	931	1221
ANXA7	391	580	655	573	731	854	2083	2007	2043	340	312	283
ANXA8	0	0	0	0	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0	0	0	0	0	0	0
ANXA9	19	16	20	25	54	47	129	182	248	42	32	29
AOAH	0	0	1	0	2	2	4	2	2	4	1	1
AOAH-IT1	0	0	0	0	0	0	0	0	0	0	0	0
AOC1	0	0	0	1	0	0	0	0	0	0	1	0
AOC2	9	6	5	6	10	11	12	14	22	11	2	10
AOC3	4	2	1	6	5	7	10	8	9	4	0	3
AOC4P	2	2	1	2	2	4	1	3	3	5	0	3
AOX1	91	184	202	9	1	2	78	37	34	18	7	15
AOX2P	0	1	2	2	0	2	4	1	2	0	0	1
AP1AR	204	301	281	106	124	126	505	416	469	136	109	110
AP1B1	734	1067	1163	1227	1259	1392	3341	3511	3713	1453	1047	1130
AP1B1P1	0	0	0	0	1	0	0	0	0	0	1	0
AP1G1	990	1533	1560	1258	1365	1373	4843	4801	4896	1569	1104	1116
AP1G2	49	84	131	35	67	47	209	245	259	78	64	67
AP1M1	677	959	981	879	1023	991	1553	1396	1463	794	591	632
AP1M2	1	1	1	1	0	0	8	8	5	2	0	0
AP1S1	397	539	604	666	674	644	1084	1125	1187	935	603	660
AP1S2	532	687	786	1047	1091	1246	1933	1982	2024	1323	962	753
AP1S3	326	481	415	71	57	56	240	256	183	80	53	64
AP2A1	723	1065	1216	1664	1707	1865	1569	1746	1884	1101	834	857
AP2A2	449	606	687	510	636	680	1074	1173	1476	1071	714	783
AP2B1	4241	6111	6838	3042	3790	3735	9420	10475	11556	4552	3189	2861
AP2M1	3625	5208	6222	4474	4894	5341	9981	10090	10272	3642	2476	3227
AP2S1	374	535	560	618	588	670	858	818	781	444	351	465
AP3B1	460	610	630	477	522	528	1565	1435	1159	720	540	558
AP3B2	14	12	9	131	90	101	19	16	13	84	40	28
AP3D1	1856	2678	2808	2199	2428	2622	5223	5348	5662	2181	1595	1619
AP3M1	371	574	631	1049	1030	1078	1299	1353	1217	658	436	396
AP3M2	220	313	367	209	224	249	937	937	1029	308	210	198
AP3S1	234	429	407	187	220	239	1229	975	829	269	191	241
AP3S2	11	14	33	16	24	11	37	47	65	32	29	17
AP4B1	74	96	98	181	174	161	316	225	274	149	87	106
AP4B1-AS1	10	14	15	20	36	24	25	38	30	20	17	17
AP4E1	198	268	273	159	203	211	531	448	389	256	163	168
AP4M1	111	139	201	176	209	222	377	348	442	254	141	172
AP4S1	35	47	71	103	129	122	263	298	289	166	114	104
AP5B1	366	528	550	132	163	152	608	568	518	329	229	218
AP5M1	194	308	356	210	261	232	798	813	886	496	369	327
AP5S1	91	115	131	159	173	198	323	285	358	163	130	133
AP5Z1	203	254	324	343	420	514	751	837	950	706	467	431
APAF1	213	298	357	443	385	402	814	699	578	384	293	309
APBA1	58	73	82	229	389	364	184	236	227	345	245	157
APBA2	101	114	153	535	712	770	1832	2470	3407	1792	1412	1065
APBA3	89	119	138	92	125	176	177	196	285	101	85	78
APBB1	329	452	558	388	536	623	958	1231	1427	892	619	556
